"disasterNumber","state","county","city","zipCode","validRegistrations","averageFemaInspectedDamage","totalInspected","totalDamage","noFemaInspectedDamage","femaInspectedDamageBetween1And10000","femaInspectedDamageBetween10001And20000","femaInspectedDamageBetween20001And30000","femaInspectedDamageGreaterThan30000","approvedForFemaAssistance","totalApprovedIhpAmount","repairReplaceAmount","rentalAmount","otherNeedsAmount","approvedBetween1And10000","approvedBetween10001And25000","approvedBetween25001AndMax","totalMaxGrants","id"
1446,"GU","Guam (County-equivalent)","PAGAT","96913",8,6168.36,8,49346.87,0,6,2,0,0,8,29211.71,11933.05,6312,10966.66,4,4,0,0,"9ea2ff27-764b-41a2-adc3-57f8086168b7"
1446,"GU","Guam (County-equivalent)","PAGAT","96932",1,6114.89,1,6114.89,0,1,0,0,0,1,9441.36,3608.02,2664,3169.34,0,0,1,0,"5a5aee59-c9f7-44c0-9542-aca0c5798691"
1446,"GU","Guam (County-equivalent)","PAGAT MANGILAO","96913",4,15655.28,4,62621.12,0,2,1,0,1,4,48938.07,12632.33,10578,25727.74,1,0,3,0,"8eee7449-73e9-4331-8884-cd3677356b4d"
1446,"GU","Guam (County-equivalent)","PAGAT MANGILAO","96931",1,28325.44,1,28325.44,0,0,0,1,0,1,17593.48,5000,2664,9929.48,0,0,1,0,"789dbd57-9968-4bc2-ac18-8f001ff1dda1"
1446,"GU","Guam (County-equivalent)","PAGAT MANGILAO","96932",1,2165,1,2165,0,1,0,0,0,1,2165,1639.73,0,525.27,1,0,0,0,"1f90b748-6107-45a1-9cfe-1cc1c3428f65"
1446,"GU","Guam (County-equivalent)","PAGAT    MANGILAO","96913",1,4804.77,1,4804.77,0,1,0,0,0,1,488.57,488.57,0,0,1,0,0,0,"af8f1c24-3f96-4533-bef6-6a8585251583"
1446,"GU","Guam (County-equivalent)","PAGET MANGILAO","96913",1,36720.62,1,36720.62,0,0,0,0,1,1,22467.64,5000,3156,14311.64,0,0,1,0,"599cd7a3-f57e-4705-bcd5-44df80c3ec60"
1446,"GU","Guam (County-equivalent)"," PAGO BAY","96913",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7d20a6a1-036a-49ab-b500-13a94a2dc575"
1446,"GU","Guam (County-equivalent)","PAGO BAY","96913",1,573.13,1,573.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"e79e1c35-f497-40d9-a2ce-3bc2b50f05a6"
1446,"GU","Guam (County-equivalent)","PALANTAT YONA","96915",1,25243.24,1,25243.24,0,0,0,1,0,1,5000,5000,0,0,0,1,0,0,"86f48757-cd6e-472b-9271-e040c5141897"
1446,"GU","Guam (County-equivalent)","PIGUA","96915",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2599af7e-7514-4ffd-9f3d-96351f517777"
1446,"GU","Guam (County-equivalent)","PITI","96910",1,2630.75,1,2630.75,0,1,0,0,0,1,5572.99,178.56,4449,945.43,0,1,0,0,"ef3de5a0-f686-47f0-901f-373033d8b42f"
1446,"GU","Guam (County-equivalent)","PITI","96915",105,9748.33,84,1023574.43,1,58,16,2,7,68,525325.77,174339.06,81784.59,269202.12,24,21,23,1,"848248d7-eb2a-4441-a261-6ee2542148dd"
1446,"GU","Guam (County-equivalent)","PITI","96919",6,1819.87,4,10919.22,0,4,0,0,0,1,5639.98,2106.74,0,3533.24,0,1,0,0,"9f0377c8-5c63-43d1-8d2a-b5abd0d43985"
1446,"GU","Guam (County-equivalent)","PITI","96925",26,6909.46,24,179645.96,2,20,1,0,1,18,122972.25,34635.76,24987,63349.49,5,8,5,0,"f9cf944e-b94f-4c19-b1b1-2fd063a8fd3a"
1446,"GU","Guam (County-equivalent)","PITI","96929",1,12213.47,1,12213.47,0,0,1,0,0,1,8046.7,5000,0,3046.7,0,1,0,0,"d2dc4e34-257a-436a-b8cf-d5bf54faf367"
1446,"GU","Guam (County-equivalent)"," PITI","96915",1,5434.35,1,5434.35,0,1,0,0,0,1,8590.35,428,3156,5006.35,0,0,1,0,"92571873-76fd-48d9-a946-38cc93366d8b"
1446,"GU","Guam (County-equivalent)","PULANTAT YONA","96914",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f03a1b7d-5e47-4bbc-ad0c-a015deacf80b"
1446,"GU","Guam (County-equivalent)","PULANTAT YONA","96915",4,11822.54,4,47290.17,0,2,1,1,0,3,26237.84,9280.44,5820,11137.4,1,1,1,0,"01dfaed0-7a49-44c3-acb0-1632538be551"
1446,"GU","Guam (County-equivalent)","PULANTAT YONA","96921",1,20944.19,1,20944.19,0,0,0,1,0,1,22552.49,5000,4449,13103.49,0,0,1,0,"ea9eedf2-ca25-4300-a65e-8610b1f3f7cc"
1446,"GU","Guam (County-equivalent)","PULANTAT  YONA","96914",1,4137.67,1,4137.67,0,1,0,0,0,1,4137.67,0,0,4137.67,0,1,0,0,"434b4bc6-9ad0-4ae9-b14f-0eb2a5b93969"
1446,"GU","Guam (County-equivalent)","PULANTAT YONA ","96915",1,2139.49,1,2139.49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"eb3f63e1-2a09-4072-bd8b-0a558098f812"
1446,"GU","Guam (County-equivalent)","PULANTATYONA YONA","96915",1,3960.36,1,3960.36,0,1,0,0,0,1,1088.88,1088.88,0,0,1,0,0,0,"f8f75f1d-5f3b-48d9-81d2-ad9cc254ce17"
1446,"GU","Guam (County-equivalent)","PULANTET YONA","96915",1,22647.31,1,22647.31,0,0,0,1,0,1,19698.39,5000,2104,12594.39,0,0,1,0,"c4231ea9-338d-44bb-807d-a77ccb2d66ab"
1446,"GU","Guam (County-equivalent)","SABAT MANGILAO","96913",1,29535.18,1,29535.18,0,0,0,1,0,1,16612.94,5000,2664,8948.94,0,0,1,0,"bf0ac138-fc26-4e7c-8179-423db743cb13"
1446,"GU","Guam (County-equivalent)","SANTA ANA","96929",3,11140.01,3,33420.02,0,2,0,1,0,3,21047.98,6015.62,2664,12368.36,1,1,1,0,"9e2c26a2-fe57-411e-9a36-60e6e8098383"
1446,"GU","Guam (County-equivalent)","SANTA ANNA AGAT","96928",1,6902.79,1,6902.79,0,1,0,0,0,1,3232.16,3232.16,0,0,1,0,0,0,"ee032b1b-9269-4bb8-b83b-5dca43d3af06"
1446,"GU","Guam (County-equivalent)","SANTA RITA","96910",1,1322.34,1,1322.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"8779f1ca-b63e-40c5-9c44-54dc9c8f6ba4"
1446,"GU","Guam (County-equivalent)","SANTA RITA","96915",277,3793.1,207,1050688.74,19,169,18,1,0,170,1090652.47,303461.59,355507,430836.58,42,77,51,0,"86f4d848-02b3-4aee-9ae8-514f5ef185af"
1446,"GU","Guam (County-equivalent)","SANTA RITA","96917",1,5047.47,1,5047.47,0,1,0,0,0,1,5464.32,1507.32,3957,0,0,1,0,0,"d7270890-10c5-4bb5-a407-e63fbc4e5b6d"
1446,"GU","Guam (County-equivalent)","SANTA RITA VILLAGE","96915",1,0,1,0,1,0,0,0,0,1,14555.67,4097.91,3957,6500.76,0,0,1,0,"7b20f45c-b1e7-4abf-8db3-7d4e6ac5eada"
1446,"GU","Guam (County-equivalent)","SINAJANA","96910",245,4343.64,194,1064192.64,13,160,18,0,3,157,814161.92,210117.14,145131,457914.78,71,58,28,1,"b3bb4358-8654-44e3-9138-d6b87d4efbbc"
1446,"GU","Guam (County-equivalent)","SINAJANA","96921",1,7567.11,1,7567.11,0,1,0,0,0,1,7487.16,4239.78,0,3247.38,0,1,0,0,"f95d64c3-845e-430d-82b9-ee02da0e0efe"
1446,"GU","Guam (County-equivalent)","SINAJANA","96926",23,8689.71,19,199863.44,0,13,4,1,1,18,129226.36,37429.8,14796,77000.56,5,8,5,0,"af2c4eda-83ab-4199-ad9f-5ff8ced2b99c"
1446,"GU","Guam (County-equivalent)","SINAJANA","96932",4,3645.09,3,14580.35,0,3,0,0,0,3,12353.75,5860.29,0,6493.46,1,2,0,0,"0c5732eb-2a62-475d-abe8-b5084d772f48"
1446,"GU","Guam (County-equivalent)","SINAJNA","96910",1,3130.38,1,3130.38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"d80ee5c8-e211-4149-b042-4ea780a39e21"
1446,"GU","Guam (County-equivalent)","TAGAT MANGILAO","96913",1,13948.45,1,13948.45,0,0,1,0,0,1,10255.62,5000,0,5255.62,0,0,1,0,"69e2c34c-f31e-4e36-b69d-044f7ce186b8"
1446,"GU","Guam (County-equivalent)","TAKANO","96929",1,3570.27,1,3570.27,0,1,0,0,0,1,186.8,186.8,0,0,1,0,0,0,"a48cb721-8970-465e-beb8-a62797984851"
1446,"GU","Guam (County-equivalent)","TALAFOFO","96915",1,17671.34,1,17671.34,0,0,1,0,0,1,6549.44,2592.44,3957,0,0,1,0,0,"fe66b6e1-b694-47c8-803c-187276347b7e"
1446,"GU","Guam (County-equivalent)"," TALAFOFO","96915",1,6410.61,1,6410.61,0,1,0,0,0,1,2243.44,1298.01,0,945.43,1,0,0,0,"8632c40d-44d2-4a7a-bfdf-80e9235964cb"
1446,"GU","Guam (County-equivalent)","TALIFOFO","96915",1,9951.92,1,9951.92,0,1,0,0,0,1,12583.94,2046.6,2664,7873.34,0,0,1,0,"e417643a-9949-4af9-9eb9-53ae7c1cbadd"
1446,"GU","Guam (County-equivalent)","TALOFOFO","96915",329,9814.15,267,3228854.33,19,137,59,28,24,231,2151382.02,603802.48,423246,1124133.54,70,56,105,12,"07e97a29-d973-417c-b6f9-0a0c90d7d429"
1446,"GU","Guam (County-equivalent)","TALOFOFO","96921",1,17877.7,1,17877.7,0,0,1,0,0,1,14390.82,5000,2664,6726.82,0,0,1,0,"74c538a2-05e5-4e15-b1da-243a59edf05d"
1446,"GU","Guam (County-equivalent)","TALOFOFO","96930",34,5932.88,24,201717.96,1,17,4,0,2,21,173661.61,52005.52,37602,84054.09,8,4,9,1,"737ca171-227c-430a-aa00-e5a2e73f3166"
1446,"GU","Guam (County-equivalent)","TALOFOFO","96932",1,2890.33,1,2890.33,0,1,0,0,0,1,1508.85,563.42,0,945.43,1,0,0,0,"7c83ba14-28f5-47ea-8982-cc2f2183d539"
1446,"GU","Guam (County-equivalent)","TALOFOFO","96945",1,31049.87,1,31049.87,0,0,0,0,1,1,20902.06,5000,3156,12746.06,0,0,1,0,"cecc8b57-229e-4252-8a63-03ac0606324c"
1446,"GU","Guam (County-equivalent)","TAMMUNING","96913",1,2855.79,1,2855.79,0,1,0,0,0,1,4658.66,1994.66,2664,0,0,1,0,0,"318fadb7-2db9-4b14-b3f1-7ee9f71c0d8e"
1446,"GU","Guam (County-equivalent)","TAMUNING","69613",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25664b35-ee26-4eb6-aa95-4a31d7742e9c"
1446,"GU","Guam (County-equivalent)","TAMUNING","76913",1,1829.93,1,1829.93,0,1,0,0,0,1,1829.93,986.98,0,842.95,1,0,0,0,"d96a872f-fc0d-4d1e-aa90-9f43523e78f8"
1446,"GU","Guam (County-equivalent)","TAMUNING","96910",1,7567.22,1,7567.22,0,1,0,0,0,1,3028.21,3028.21,0,0,1,0,0,0,"e299709f-7ac4-419c-a58a-5c787f5467bd"
1446,"GU","Guam (County-equivalent)","TAMUNING","96911",86,3801.97,68,326969.78,10,52,4,1,1,52,263386.24,91908.45,69196,101744.29,19,25,8,0,"65223e18-2549-4ca9-8cb9-f6f6cad99d42"
1446,"GU","Guam (County-equivalent)","TAMUNING","96913",358,3575.16,271,1279907.02,24,222,17,6,2,202,957316.6,311133.47,235915,408085.66,92,81,29,1,"90dd1581-6db4-4521-97dc-1b558524e512"
1446,"GU","Guam (County-equivalent)","TAMUNING","96915",1,20450.98,1,20450.98,0,0,0,1,0,1,16524.52,5000,2664,8860.52,0,0,1,0,"eb70e047-2a3a-4031-ab87-85553fe286b8"
1446,"GU","Guam (County-equivalent)","TAMUNING","96931",162,6023.54,129,975814.12,12,98,12,1,6,105,661702.84,183594.54,174614,302791,31,51,23,2,"c7b56c65-e7ce-4c15-88fd-dcfce1857718"
1446,"GU","Guam (County-equivalent)","TAMUNING","96932",1,1260.7,1,1260.7,0,1,0,0,0,1,214.69,214.69,0,0,1,0,0,0,"97ceb265-ff2c-4850-8c27-6bd075401992"
1446,"GU","Guam (County-equivalent)","TIGO","96921",1,25213.7,1,25213.7,0,0,0,1,0,1,13470.88,5000,2664,5806.88,0,0,1,0,"724cc51c-55ed-4609-8810-a3dfdd7def36"
1446,"GU","Guam (County-equivalent)","TIYAN","96910",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"607e023a-2f48-4f1a-bf5d-6ab9f4e70d5e"
1446,"GU","Guam (County-equivalent)","TIYAN BARRIGADA","96913",1,2168.27,1,2168.27,0,1,0,0,0,1,3406.11,250.11,3156,0,0,1,0,0,"bde7c521-26aa-445f-9ba0-19079b83f6ec"
1446,"GU","Guam (County-equivalent)","TOTO","69610",1,16834.25,1,16834.25,0,0,1,0,0,1,14075.97,5000,0,9075.97,0,0,1,0,"4e36db0f-6c8d-45e1-879d-6a4f9d6d5220"
1446,"GU","Guam (County-equivalent)","TOTO","96910",83,6716.47,72,557466.65,4,56,8,1,3,56,346442.73,120418.57,59636,166388.16,21,23,12,1,"1b327b57-1ca6-429d-a203-ff0ce31f2cee"
1446,"GU","Guam (County-equivalent)","TOTO","96913",2,7315.49,2,14630.97,0,2,0,0,0,2,4840.66,883.66,3957,0,1,1,0,0,"47c6b001-f21b-4340-a771-9c3651555dff"
1446,"GU","Guam (County-equivalent)","TOTO","96920",1,8663.89,1,8663.89,0,1,0,0,0,1,8663.89,1803.86,0,6860.03,0,0,1,0,"303bac5b-1ca3-42ab-a5ab-1bbcc6e2435f"
1446,"GU","Guam (County-equivalent)","TOTO","96921",4,5365.8,3,21463.19,1,0,2,0,0,3,32231.01,6701.48,6621,18908.53,0,0,3,0,"d4c406fb-395b-4be0-bd86-aebc0c70ffdd"
1446,"GU","Guam (County-equivalent)","TOTO","96927",26,5137.31,20,133569.97,1,14,5,0,0,20,103531.5,39635.22,16398,47498.28,10,7,3,0,"b9b34da6-91cc-4d4b-97ff-3c9424a68159"
1446,"GU","Guam (County-equivalent)","TOTO","96932",1,70.2,1,70.2,0,1,0,0,0,1,70.2,70.2,0,0,1,0,0,0,"60aac058-df9d-484b-980d-b387c82684ec"
1446,"GU","Guam (County-equivalent)","TOTO BARRIGADA","96921",2,1079.57,2,2159.13,0,2,0,0,0,1,1761.42,1761.42,0,0,1,0,0,0,"129e3c04-e2ef-4d91-979b-e08feb29e607"
1446,"GU","Guam (County-equivalent)","TOTO CHOCHOGO","96910",1,4665.95,1,4665.95,0,1,0,0,0,1,4624.25,0,0,4624.25,0,1,0,0,"167a1ad5-ab9c-497e-8c44-47d4e7f7552f"
1446,"GU","Guam (County-equivalent)","TOYO","96910",1,5340.1,1,5340.1,0,1,0,0,0,1,4126.49,1462.49,2664,0,0,1,0,0,"469cfb85-44a5-4d2c-bd84-86fb7d70b5e5"
1446,"GU","Guam (County-equivalent)","TUMAN","96913",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"46d47124-c378-48b4-b119-c591a2fadd42"
1446,"GU","Guam (County-equivalent)","TUMON","96911",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2bf8388f-7405-436c-9524-a949a9c34a59"
1446,"GU","Guam (County-equivalent)","TUMON","96913",41,2612.61,28,107116.82,4,23,1,0,0,22,82433.87,20956.39,26185,34286.13,10,11,1,0,"a0f701d1-1bea-4eb7-8a82-85b9451bc45d"
1446,"GU","Guam (County-equivalent)","TUMON","96921",1,3895.61,1,3895.61,0,1,0,0,0,1,6559.61,1626.1,2664,2269.51,0,1,0,0,"7f52f68c-0520-40f0-abde-700b4e553799"
1446,"GU","Guam (County-equivalent)","TUMON","96931",3,4074.88,2,12224.64,0,2,0,0,0,2,4115.31,959.31,3156,0,1,1,0,0,"b902a28f-2afb-4cf0-a808-f730dac66443"
1446,"GU","Guam (County-equivalent)"," TUMON","96913",2,2290.98,2,4581.96,1,1,0,0,0,1,7737.96,1845.41,3156,2736.55,0,1,0,0,"13603f72-0e4c-4541-bbf6-42d1216ea5bb"
1446,"GU","Guam (County-equivalent)","TUMON BAY","96913",1,10592.07,1,10592.07,0,0,1,0,0,1,5000,5000,0,0,0,1,0,0,"63a55d5d-4eca-4388-acde-398ea149d85f"
1446,"GU","Guam (County-equivalent)","TUMON HEIGHT","96931",1,3155.13,1,3155.13,0,1,0,0,0,1,5819.13,1561.7,2664,1593.43,0,1,0,0,"866387c6-38be-4be2-a390-8ad6e7baf054"
1446,"GU","Guam (County-equivalent)","TUMON HEIGHTS","96911",1,186.8,1,186.8,0,1,0,0,0,1,186.8,186.8,0,0,1,0,0,0,"6eeb675d-d147-46ce-816c-20868130357d"
